title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Winston Churchill's War Leadership,Martin Gilbert,112,Random House USA Inc,2004-04-13,11.25,2.25,3.8,122,1,5,39,50,27,766971,9781400077328,English,Reference
KNIVES 2020,Joe Kertzman,312,Krause Publications,2019-10-17,32.56,4.43,4.5,2,0,0,0,1,1,749552,9781946267887,English,Reference
North to the Orient,"Anne,Morrow Lindbergh",168,Houghton Mifflin,1966-09-28,16.69,0.91,3.99,491,5,17,119,189,161,830690,9780156671408,English,Reference
The Handy Dinosaur Answer Book : Second Edition,"Patricia Barnes-Svarney, Thomas E. Svarney",276,Visible Ink Press,2013-04-08,28.94,8.06,3.5,10,2,1,1,2,4,1363330,9781578592180,English,Reference
Censored Books : Critical Viewpoints,"Lee Burress, Nicholas J. Karolides, John M. Kean, Katherine Paterson, Arthur Miller, John A. Williams, Norma Fox Mazer, Rudolfo A. Anaya, Mary Stolz, Lee Bennett Hopkins",528,Scarecrow Press,2001-07-23,77.57,13.43,4.25,4,0,0,1,1,2,9780810840386,9780810840386,English,Reference
Lost Books : Reconstructing the Print World of Pre-Industrial Europe,"Flavia Bruni, Andrew Pettegree",526,Brill,2016-04-19,214.53,69.97,5,1,0,0,0,0,1,9789004311817,9789004311817,English,Reference
Mental Floss: The Curious Viewer Ultimate TV Trivia & Quiz Book : 500+ Questions and Answers from the Experts at Mental Floss,"Mental Floss, Jennifer M.  Wood",144,WELDON OWEN,2022-11-03,16.11,4.89,3,3,0,1,1,1,0,1754931,9781681888491,English,Reference
Pocket Diana Wisdom : Wise and Inspirational Words from the People's Princess,Hardie Grant Books,96,Hardie Grant Books (UK),2022-05-12,10.09,0.41,5,1,0,0,0,0,1,1348527,9781784884956,English,Reference
The Phone Book : The Curious History of the Book That Everyone Uses but No One Reads,Ammon Shea,240,Penguin Putnam Inc,2010-10-05,14.28,1.72,3.49,124,2,19,42,38,23,1525029,9780399535932,English,Reference
Beatle Books : From Genesis to Revolution,W Fraser Sandercombe,432,Collector's Guide Publishing,2009-07-16,20.34,6.66,3.5,2,0,0,1,1,0,3760900,9781926592008,English,Reference
The Edumacation Book : Amazing Cocktail-Party Science to Impress Your Friends,"Andy McElfresh, Kevin Smith, Kelsey Dake",232,"Weldon Owen, Incorporated",2018-03-20,27.10,0.40,3.83,23,0,1,8,8,6,1596747,9781681883014,English,Reference
Honda ST1100 Pan European V-Fours (96 -02),Haynes Publishing,256,Haynes Publishing Group,2015-10-19,36.66,22.84,5,2,0,0,0,0,2,1018971,9781785212949,English,Reference
New England Trail Map & Guide,"Appalachian Mountain Club Books, Connecticut Forest & Park Association",1,Appalachian Mountain Club Books,2015-08-15,13.12,2.38,4,1,0,0,0,1,0,2667158,9781628420159,English,Reference
"The Fantastic Flatulent Fart Brothers' Big Book of Snotty Facts : An Illustrated Guide to the Science, History, and Pleasures of Mucus; US edition",Whalen,144,Top Floor Books,2020-03-25,10.45,1.45,4.6,5,0,0,0,2,3,919756,9789627866442,English,Reference
Everything I Need to Know I Learned from Dolly Parton : Country Wisdom for Life's Little Challenges,Editors of Media Lab Books,176,Topix Media Lab,2020-11-03,14.99,1.01,4.29,66,1,1,11,18,35,1299372,9781948174619,English,Reference
The Artist's Library : A Field Guide,"Erinn Batykefer, Laura Damon-Moore, Pigza Jessica",220,Coffee House Press,2014-05-29,18.16,0.83,3.55,139,2,11,51,59,16,692080,9781566893534,English,Reference
Infinite City : A San Francisco Atlas,Rebecca Solnit,166,University of California Press,2010-11-29,50.92,4.58,4.25,1196,11,38,172,396,579,605140,9780520262492,English,Reference
The Official Bitcoin Coloring Book,Satoshi Nakamoto,72,Leaf Storm Press,2020-01-02,11.60,1.90,4,2,0,0,1,0,1,916481,9781945652011,English,Reference
The Boat Data Book : 7th edition,"Richard Nicolson, Ian Nicolson",224,Bloomsbury Publishing PLC,2014-12-23,34.43,2.07,4,2,0,0,1,0,1,872969,9781472907974,English,Reference
The Book of Revelation Made Easier,David J Ridges,144,Cedar Fort,2010-10-08,14.05,1.45,4.6,80,0,2,5,16,57,875986,9781599554181,English,Reference
"Logic Safari : Book 3, Grades 5-6",Bonnie L. Risby,38,Prufrock Press,2005-06-01,12.76,1.24,5,1,0,0,0,0,1,387774,9781593630911,English,Reference
Information Theory : A Tutorial Introduction,Dr James V Stone,260,Sebtel Press,2016-05-01,71.26,12.84,4.08,127,1,6,20,55,45,1015428,9780993367953,English,Reference
Cuss Control : The Complete Book on How to Curb Your Cursing,James V O'Connor,264,iUniverse,2006-04-30,18.71,5.69,3.21,34,3,7,10,8,6,1103215,9780595391479,English,Reference
Sell Your Book on Amazon : Top Secret Tips Guaranteed to Increase Sales for Print-On-Demand and Self-Publishing Writers 3rd Edition,"Brent Sampson, Dan Poynter",130,Outskirts Press,2007-03-31,13.35,1.65,3.77,90,4,7,26,22,31,1018117,9781432701963,English,Reference
The Little Book of New York : Celebrating the City that Never Sleeps,Orange Hippo!,192,Welbeck Publishing Group,2021-10-12,9.57,0.43,5,4,0,0,0,0,4,824595,9781800690240,English,Reference
Grande Illusions : Books I & II,Tom Savini,288,AuthorMike Ink,2015-06-30,78.25,23.45,4.29,24,0,1,3,8,12,1039304,9781943201037,English,Reference
The True Crime Quiz Book,Jay Robert Nash,190,Rowman & Littlefield,2014-07-30,13.28,0.92,3,1,0,0,1,0,0,1024023,9781590774526,English,Reference
"Off the Grid Survival Book : Ultimate Guide to Self-Sufficient Living, Wilderness Skills, Survival Skills, Shelter, Water, Heat & Off the Grid Power",Richard Man,128,Richard Man,2021-10-01,14.04,10.66,4.75,4,0,0,0,1,3,972266,9781087909776,English,Reference
The Little Book of Positive Quotations,"Leslie Ann Gibson, Steve Deger",232,"Fairview Press,U.S.",2006-10-03,12.62,0.33,3.6,15,0,1,6,6,2,1078521,9781577491583,English,Reference
Arranging for the Concert Band : Book,Frank Erickson,176,"Warner Bros. Publications Inc.,U.S.",1985-03-01,25.46,11.54,3.5,12,1,1,3,5,2,418604,9780769257709,English,Reference
The Incredible Book of Useless Information : Even More Pointlessly Unnecessary Knowledge,Don Voorhees,272,Penguin Putnam Inc,2012-10-02,13.41,2.59,3.79,68,1,2,22,28,15,1003827,9780399537462,English,Reference
"Literally, the Best Language Book Ever : Annoying Words and Abused Phrases You Should Never Use Again",Paul Yeager,208,Penguin Putnam Inc,2008-05-06,13.08,1.92,2.66,149,28,43,40,28,10,1053623,9780399534232,English,Reference
The Best Gender-Neutral Baby Name Book : The Ultimate Collection of Unique Unisex Names,Melanie Mannarino,192,SIMON & SCHUSTER,2019-07-25,15.32,2.18,3.46,35,1,8,8,10,8,952896,9781982130589,English,Reference
American Horror Story - The Ultimate Quiz Book : Over 600 Questions and Answers,"Jack Goldstein, Frankie Taylor",144,Andrews UK Limited,2016-12-01,11.93,1.67,3,1,0,0,1,0,0,881891,9781785386152,English,Reference
Meniere Man. The Meniere Answer Book. : Can I Die? Will I Get Better? Answers To 625 Essential Questions Asked By Meniere Sufferers,Meniere Man,222,Page Addie,2017-02-22,16.31,1.79,5,1,0,0,0,0,1,1062722,9780987627025,English,Reference
"The Greyhound; Its History, Points, Breeding, Rearing, Training and Running (A Vintage Dog Books Breed Classic)",Hugh Dalziel,124,Read Books,2005-08-31,25.78,11.22,3,1,0,0,1,0,0,1772100,9781905124978,English,Reference
"The Complete Christian Baby Name Book : Over 4,500 Catholic Names of Saints, Angels & Virtues",Nicole M McGinnis,192,iUniverse,2008-05-31,14.92,6.08,4,3,0,0,1,1,1,1004813,9780595509782,English,Reference
Anastasia At Your Service : Bk 3,"Lois Lowry, Diane De Groat",208,Houghton Mifflin,2015-07-14,8.98,0.02,3.87,3065,86,141,853,1005,980,460136,9780544439160,English,Reference
The Science of Everything,V A Shiva Ayyadurai,156,"General Interactive, LLC",2017-01-25,18.45,1.85,4.5,6,0,0,0,3,3,1017382,9780998504919,English,Reference
"If You Can't Say Anything Nice, Say It in Yiddish : The Book of Yiddish Insults and Curses",Lita Epstein,192,"Citadel Press Inc.,U.S.",2018-10-30,11.67,2.33,3.84,68,1,5,18,24,20,366025,9780806538761,English,Reference
American Speeches Vol. 1 (LOA #166) : Political Oratory from the Revolution to the Civil War,Ted Widmer,850,The Library of America,2006-10-05,34.10,3.40,4.14,44,1,0,10,14,19,978403,9781931082976,English,Reference
The Book Of Perfumes,Eugene Rimmel,312,Read Books,2011-07-21,27.47,14.43,3.73,15,0,2,4,5,4,1351176,9781446078204,English,Reference
The Change Book : How Things Happen,"Mikael Krogerus, Roman Tschäppeler",176,WW Norton & Co,2015-05-16,18.37,0.63,3.47,543,19,70,196,154,104,1243581,9780393240368,English,Reference
The World in a Book : Al-Nuwayri and the Islamic Encyclopedic Tradition,Elias Muhanna,232,Princeton University Press,2017-12-05,27.70,22.30,3.57,14,1,1,4,5,3,1326516,9780691175560,English,Reference
Asterix. Asterix chez Rahazade / vol. 28 / 36 ed. / pd.,"Goscinny, René",48,ALBERT RENE INFANTIL,2000-12-15,20.07,1.13,3.95,4999,60,276,1248,1692,1723,908381,9782864970200,Spanish,Reference
The Book of Decorative Knots,Peter Owen,144,Rowman & Littlefield,2019-10-01,11.75,5.25,3.79,24,2,1,5,8,8,1021040,9781493042081,English,Reference
Cuss Control : The Complete Book on How to Curb Your Cursing,James V O'Connor,264,iUniverse,2006-04-30,18.71,5.69,3.21,34,3,7,10,8,6,1103215,9780595391479,English,Reference
Shotokan Pocket Book,Ken Lyons,212,Trafford Publishing,2006-06-30,14.76,6.24,3,1,0,0,1,0,0,1190010,9781412093422,English,Reference
The Content Machine : Towards a Theory of Publishing from the Printing Press to the Digital Network,Michael Bhaskar,226,Anthem Press,2013-10-01,18.67,4.53,3.8,104,4,3,24,52,21,573821,9780857281111,English,Reference
The Handy English Grammar Book,Christine Hult,420,Visible Ink Press,2015-12-11,32.66,10.84,3.75,4,0,1,0,2,1,1190433,9781578595204,English,Reference
DUKE: The Official John Wayne Movie Book,Editors Of The Official John Wayne Magazine,304,Topix Media Lab,2022-10-25,22.65,3.35,4.5,2,0,0,0,1,1,1086870,9781948174831,English,Reference
Marvel Comics: Mini Book of Heroes,Scott Beatty,304,Insight Editions,2021-01-12,12.22,2.28,4.5,4,0,0,1,0,3,1207726,9781683839569,English,Reference
Big Ideas: The Little Book of Psychology,DK,208,DK,2018-08-07,12.72,0.78,3.94,136,1,3,32,67,33,1710406,9781465476548,English,Reference
The Handy Dinosaur Answer Book : Second Edition,"Patricia Barnes-Svarney, Thomas E. Svarney",276,Visible Ink Press,2013-04-08,28.94,8.06,3.5,10,2,1,1,2,4,1363330,9781578592180,English,Reference
"The Little Book of Restorative Justice in Education : Fostering Responsibility, Healing, and Hope in Schools","Katherine Evans, Dorothy Vaandering",144,Skyhorse Publishing,2022-09-13,10.08,0.92,4.1,280,2,7,43,137,91,1032327,9781680998597,English,Reference
Author's Guide to Building an Online Platform: Leveraging the Internet to Sell More Books,Stephanie Chandler,144,"Quill Driver Books, U.S.",2008-06-01,15.62,0.38,3.96,26,0,2,9,3,12,2722929,9781884956829,English,Reference
Archiveology : Walter Benjamin and Archival Film Practices,Catherine Russell,280,Duke University Press,2018-03-28,26.44,7.26,4.5,14,0,0,1,5,8,723000,9780822370574,English,Reference
The Collected Works of Paddy Chayefsky : The Screenplays,Paddy Chayefsky,342,Hal Leonard Corporation,2000-02-01,22.99,2.21,4.54,84,0,0,2,35,47,628730,9781557831941,English,Reference
100 Books Every Blues Fan Should Own,"Edward Komara, Greg Johnson",318,Rowman & Littlefield,2014-02-07,49.95,8.25,4,4,0,0,0,4,0,1880592,9780810889217,English,Reference
The Handy Chemistry Answer Book,Ian C. Stewart,388,Visible Ink Press,2013-11-14,33.64,11.46,3.08,12,1,3,3,4,1,819423,9781578593743,English,Reference
Insectpedia : A Brief Compendium of Insect Lore,"Eric R. Eaton, Amy Jean Porter",200,Princeton University Press,2022-05-03,13.80,3.19,4.24,17,0,0,3,7,7,54645,9780691210346,English,Reference
Rethinking Europe's Future,David P. Calleo,416,Princeton University Press,2003-03-02,44.81,3.19,3.32,22,2,4,5,7,4,623385,9780691113678,English,Reference
The Book Business : What Everyone Needs to Know (R),"Mike Shatzkin, Robert Paris Riger",176,Oxford University Press Inc,2019-04-25,15.95,2.05,3.78,63,0,1,25,24,13,858833,9780190628048,English,Reference
"The Great Book of Journaling : How Journal Writing Can Support a Life of Wellness, Creativity, Meaning and Purpose (Therapeutic Writing, Personal Writing)","Eric Maisel, Lynda Monk",288,Mango Media,2022-06-14,20.33,3.67,3.85,13,0,0,5,5,3,750320,9781642508543,English,Reference
"Lollipop Logic : Critical Thinking Activities (Book 2, Grades K-2)","Bonnie L. Risby, Robert Risby II",76,Prufrock Press,2011-06-01,15.80,0.20,4.67,21,0,0,0,7,14,210354,9781593637132,English,Reference
"Bookmaking : Editing, Design, Production",Marshall Lee,494,WW Norton & Co,2009-05-29,46.15,14.85,3.66,97,1,9,34,31,22,478665,9780393732962,English,Reference
World War II: Book of Lists,Chris Martin,288,The History Press Ltd,2011-12-01,14.62,2.38,2.67,3,0,1,2,0,0,807304,9780752461632,English,Reference
Making Sense of it All Pascal and the Meaning of Life,Thomas V. Morris,224,William B Eerdmans Publishing Co,1992-10-01,23.79,1.20,3.83,123,2,9,32,45,35,866605,9780802806529,English,Reference
How to Read a Person Like a Book,"Gerard I. Nierenberg, Henry H. Calero, Gabriel Grayson",128,Rupa & Co,2011-11-01,14.89,2.21,3.59,2422,90,282,800,612,638,29403,9788129119186,English,Reference
George W. Bushisms: The Slate Book of the Accidental Wit and Wisdom of Our 43rd President,Jacob Weisberg,98,Simon & Schuster Ltd,2001-03-05,8.24,3.26,3.48,469,49,48,134,106,132,622385,9780743222228,English,Reference
"Amo, Amas, Amat and More",Eugene Ehrlich,352,HarperCollins Publishers Inc,1993-09-03,17.72,0.28,3.81,182,2,9,56,70,45,581402,9780062720177,English,Reference
The Handy Biology Answer Book,"Patricia Barnes-Svarney, Thomas E. Svarney",500,Visible Ink Press,2014-09-25,25.70,18.70,4,7,0,0,2,3,2,1024580,9781578594900,English,Reference
"U.S. Taxes for Worldly Americans : The Traveling Expat's Guide to Living, Working, and Staying Tax Compliant Abroad","Wagner Olivier, Gregory V Diehl",160,Identity Publications,2017-03-12,20.30,5.30,4.26,117,1,2,21,35,58,882475,9781945884276,English,Reference
Birdpedia : A Brief Compendium of Avian Lore,"Christopher W. Leahy, Abby McBride",272,Princeton University Press,2021-07-06,14.46,2.53,3.92,53,0,1,14,26,12,55351,9780691209661,English,Reference
Dreaming War,Gore Vidal,176,Thunder's Mouth Press,2007-09-06,16.70,0.30,3.88,736,9,32,183,323,189,657711,9781560255024,English,Reference
The Southerner's Handbook : A Guide to Living the Good Life,Editors of Garden and Gun,304,HARPER WAVE,2013-10-29,29.37,3.13,3.97,904,10,44,225,310,315,580034,9780062242389,English,Reference
Archives and Recordkeeping : Theory into practice,Caroline Brown,224,Facet Publishing,2013-11-23,73.23,72.27,3.86,7,0,0,2,4,1,770287,9781856048255,English,Reference
Molecules & Elements : Science for Kids Children's Chemistry Books Edition,Baby Professor,40,Baby Professor,2015-08-12,12.62,3.88,3.17,6,1,0,2,3,0,907728,9781682806036,English,Reference
"50 Philosophy Classics : Thinking, Being, Acting Seeing - Profound Insights and Powerful Thinking from Fifty Key Books",Tom Butler Bowdon,352,John Murray Press,2022-08-02,14.51,5.99,4.1,764,7,18,137,328,274,706061,9781399800976,English,Reference
Women's Books of Hours in Medieval England,Charity Scott-stokes,200,Boydell & Brewer Ltd,2006-04-15,78.38,6.12,3.5,4,0,1,1,1,1,2694114,9781843840701,English,Reference
Picturing Algeria,"Pierre Bourdieu, Craig Calhoun, Franz Schultheis, Christine Frisinghelli",248,Columbia University Press,2012-05-22,67.07,18.33,4.23,22,0,0,5,7,10,504094,9780231148429,English,Reference
Reading the Art in Caldecott Award Books : A Guide to the Illustrations,Gail D. Nordstrom,280,ROWMAN & LITTLEFIELD,2014-09-01,50.01,13.39,3.94,17,0,1,5,5,6,2567087,9781442239234,English,Reference
Culture and Conflict Resolution,Kevin Avruch,172,United States Institute of Peace Press,1998-10-01,17.46,0.17,3.67,48,1,3,19,13,12,653634,9781878379825,English,Reference
The Horror Film Quiz Book,"Chris Cowlin, Mark Goddard",212,Apex Publishing Ltd,2014-11-05,14.68,1.32,3.14,7,2,1,0,2,2,993461,9781910295168,English,Reference
The Cambridge Art Book : The City Through the Eyes of its Artists,Emma Bennett,128,Uit Cambridge Ltd,2024-07-01,20.43,0.07,5,3,0,0,0,0,3,951139,9781906860769,English,Reference
The Book of Hops : A Craft Beer Lover's Guide to Hoppiness,"Dan DiSorbo, Erik Christiansen",224,Potter/Ten Speed/Harmony/Rodale,2022-05-31,25.65,5.85,4,7,0,0,1,5,1,1483026,9781984860040,English,Reference
"The Book of Origins : Discover the Amazing Origins of the Clothes We Wear, the Food We Eat, the People We Know, the Languages We Speak, and the Things We Use",Trevor Homer,320,Penguin Putnam Inc,2007-06-01,16.88,1.12,3.49,138,3,11,60,44,20,1050326,9780452288324,English,Reference
Outgrowing the Pain : A Book for and About Adults Abused As Children,Eliana Gil,96,Dell Books,1995-01-01,12.08,2.42,3.92,311,8,25,72,84,122,349495,9780440500063,English,Reference
The Little Book of Spurs : Bursting with over 170 Lilywhite quotes,Orange Hippo!,192,Welbeck Publishing Group,2020-07-07,9.57,0.43,4.5,2,0,0,0,1,1,1386851,9781911610335,English,Reference
"The Book of Klezmer : The History, the Music, the Folklore",Yale Strom,400,Chicago Review Press,2011-06-01,29.05,1.85,4,17,0,1,4,6,6,1030145,9781613740637,English,Reference
The Little Book of Churchill : In His Own Words,Orange Hippo!,192,Welbeck Publishing Group,2020-07-07,9.57,0.43,4.25,4,0,1,0,0,3,774209,9781911610410,English,Reference
"Real Ale Record Book : 40 Pubs, 170 Beers",Adrian Tierney-Jones,124,The History Press Ltd,2010-05-26,11.91,1.09,5,1,0,0,0,0,1,964164,9780752457154,English,Reference
Marvel Comics: Mini Book of Villains,Scott Beatty,304,Insight Editions,2021-01-12,11.92,2.58,3,2,1,0,0,0,1,910067,9781683839576,English,Reference
Histoires Inedites du Petit Nicholas: v. 2,"Goscinny, Sempe",376,IMAV Editions,2006-09-15,34.38,6.01,4.3,1379,5,29,173,514,658,1038671,9782915732023,French,Reference
The World's Strongest Librarian : A Book Lover's Adventures,Josh Hanagarne,304,Penguin Putnam Inc,2014-05-06,16.69,1.31,3.8,11784,293,682,3004,4863,2942,478095,9781592408771,English,Reference
Los cuadernos azul y marrón / The Blue and Brown Books,Ludwig Wittgenstein,239,Grupo Anaya Comercial,2013-02-03,32.78,2.80,4.12,2377,36,98,436,772,1035,2810576,9788430948444,Spanish,Reference
Booklist's 1000 Best Young Adult Books Since 2000,Editors of Booklist,272,American Library Association,2014-05-30,82.30,5.10,4.54,13,0,0,1,4,8,2461434,9780838911501,English,Reference
"Logic Safari : Book 3, Grades 5-6",Bonnie L. Risby,38,Prufrock Press,2005-06-01,12.76,1.24,5,1,0,0,0,0,1,387774,9781593630911,English,Reference
The Book of Saints : A Comprehensive Biographical Dictionary,Basil Watkins,840,Bloomsbury Publishing PLC,2015-11-19,108.12,9.38,3.8,10,0,1,3,3,3,2395283,9780567664143,English,Reference
Encyclopedia of Comic Books and Graphic Novels [2 volumes],M. Keith Booker,763,ABC-CLIO,2010-05-11,171.50,8.50,4.5,6,0,0,0,3,3,2366501,9780313357466,English,Reference
Defending Frequently Challenged Young Adult Books : A Handbook for Librarians and Educators,Pat R. Scales,244,ROWMAN & LITTLEFIELD,2016-09-16,45.23,7.87,5,10,0,0,0,0,10,2567121,9781442264328,English,Reference
Cart's Top 200 Adult Books for Young Adults : Two Decades in Review,Michael Cart,136,American Library Association,2013-04-30,60.88,11.12,4,42,1,3,11,7,20,2461437,9780838911587,English,Reference
Understanding Diversity Through Novels and Picture Books,"Liz Knowles, Martha Smith",156,ABC-CLIO,2007-05-30,44.27,0.13,4.5,2,0,0,0,1,1,2644630,9781591584407,English,Reference
"The Baker's Appendix : The Essential Kitchen Companion, with Deliciously Dependable, Infinitely Adaptable Recipes: A Baking Book",Jessica Reed,112,Random House USA Inc,2017-03-21,19.09,0.41,4.18,60,1,3,6,24,26,358531,9780451495747,English,Reference
"Little Book of Big Management Wisdom, The : 90 important quotes and how to use them in business",James McGrath,256,Pearson Education Limited,2017-02-28,15.22,0.78,4,5,0,1,0,2,2,1115446,9781292148434,English,Reference
"Iceland Imagined : Nature, Culture, and Storytelling in the North Atlantic","Karen Oslund, William Cronon",280,University of Washington Press,2013-03-01,28.09,2.41,3.48,56,1,5,20,26,4,831542,9780295992938,English,Reference
Critical Thinking & Socratic Questioning Mastery - 2 Books In 1 : How To Get The Right Answers And Build Wise Arguments,Thinknetic,380,M & M Limitless Online Inc.,2022-02-18,27.21,3.89,3.93,14,1,1,1,6,5,1747328,9781646963881,English,Reference
How to Promote Your Self-Published Kindle Books for Free : Forget Facebook groups! There's a better way to promote your self-published book for free,Oliver Markus Malloy,26,Becker and Malloy LLC,2017-10-05,4.51,1.39,3.42,48,9,4,9,10,16,2752843,9781947258167,English,Reference
The Perfectly Useless Book Of Useless Information : You'll Never Need to Know Anything That's in This Book...But Read it Anyway,Don Voorhees,243,Penguin Putnam Inc,2010-08-19,13.18,2.82,3.88,161,2,12,46,45,56,1101745,9780399535871,English,Reference
The Collected Works of Paddy Chayefsky : The Screenplays,Paddy Chayefsky,346,Hal Leonard Corporation,2000-02-01,19.66,0.14,4.27,22,0,0,3,10,9,845396,9781557831934,English,Reference
"Real Ale Record Book : 40 Pubs, 170 Beers",Adrian Tierney-Jones,124,The History Press Ltd,2010-05-26,11.91,1.09,5,1,0,0,0,0,1,964164,9780752457154,English,Reference
The World War 1 Trivia Book : Interesting Stories and Random Facts from the First World War,Bill O'Neill,190,LAK Publishing,2020-03-05,11.66,1.34,3.96,80,3,3,18,26,30,52776,9781648450167,English,Reference
History of World Trade in Maps,"Philip Parker, Collins Books",224,HarperCollins Publishers,2021-03-01,37.56,2.94,4.1,10,0,0,1,7,2,715675,9780008409296,English,Reference
"Picture Books for Children : Fiction, Folktales and Poetry",Mary Northrup,238,American Library Association,2012-04-30,62.20,2.80,4.08,13,0,1,3,3,6,2482693,9780838911440,English,Reference
RAF Fighter Command Losses of the Second World War Vol 1 : Operational Losses Aircraft and Crews 1939-1941,Norman L R Franks,160,Crecy Publishing,2008-05-15,13.94,2.06,3.33,3,0,0,2,1,0,693679,9781857802863,English,Reference
"Logic Safari : Book 2, Grades 3-4",Bonnie L. Risby,36,Prufrock Press,2005-06-01,12.76,1.24,5,3,0,0,0,0,3,298946,9781593630904,English,Reference
Shotokan Pocket Book,Ken Lyons,212,Trafford Publishing,2006-06-30,14.76,6.24,3,1,0,0,1,0,0,1190010,9781412093422,English,Reference
Cuss Control : The Complete Book on How to Curb Your Cursing,James V O'Connor,264,iUniverse,2006-04-30,18.71,5.69,3.21,34,3,7,10,8,6,1103215,9780595391479,English,Reference
"Amo, Amas, Amat and More",Eugene Ehrlich,352,HarperCollins Publishers Inc,1993-09-03,17.72,0.28,3.81,182,2,9,56,70,45,581402,9780062720177,English,Reference
Dreaming War,Gore Vidal,176,Thunder's Mouth Press,2007-09-06,16.70,0.30,3.88,736,9,32,183,323,189,657711,9781560255024,English,Reference
The Southerner's Handbook : A Guide to Living the Good Life,Editors of Garden and Gun,304,HARPER WAVE,2013-10-29,29.37,3.13,3.97,904,10,44,225,310,315,580034,9780062242389,English,Reference
Birdpedia : A Brief Compendium of Avian Lore,"Christopher W. Leahy, Abby McBride",272,Princeton University Press,2021-07-06,14.46,2.53,3.92,53,0,1,14,26,12,55351,9780691209661,English,Reference
Curious George Makes A Valentine (Glr Level 2),Bethany V. Freitas,24,Houghton Mifflin Harcourt Publishing Company,2017-12-26,5.45,0.55,3.63,73,1,1,33,27,11,1190194,9781328695567,English,Reference
The World Almanac and Book of Facts,Sarah Janssen,1008,World Almanac Books,2015-12-15,39.98,2.72,4.56,55,1,1,1,15,37,1203017,9781600571992,English,Reference
"Four Theories of the Press : The Authoritarian, Libertarian, Social Responsibility, and Soviet Communist Concepts of What the Press Should Be and Do","Fred Siebert, Theodore Peterson, Wilbur Schramm",168,University of Illinois Press,1963-10-01,20.79,1.51,3.6,90,7,11,17,31,24,854128,9780252724213,English,Reference
The Book of Football Obituaries,"Ivan Ponting, James Lawton",272,Pitch Publishing Ltd,2008-04-04,22.70,2.27,4,3,0,0,1,1,1,1132424,9781905449828,English,Reference
Big Book of Hacks : 264 Amazing DIY Tech Projects,Dough Cantor,256,WELDON OWEN,2016-05-09,29.41,1.09,3.86,7,0,0,2,4,1,1210768,9781681880426,English,Reference
"La frontera invisible : si no soñamos, estamos muertos","Kilian Jornet Burgada, JOAN LLUIS QUILIS SARSANEDAS",216,NOW BOOKS,2013-11-11,26.41,0.69,3.74,464,4,33,147,175,105,770458,9788494008986,Spanish,Reference
Nonfiction Book Proposals Anybody Can Write : How to Get a Contract and Advance Before Writing Your Book - Revised and Updated,Elizabeth Lyon,320,Penguin Putnam Inc,2002-12-03,16.35,0.65,4.1,129,1,2,25,56,45,891904,9780399528279,English,Reference
Designing the V&A: The Museum as a Work of Art (1857-1909) 2017,Julius Bryant,176,Lund Humphries Publishers Ltd,2017-07-01,52.56,15.44,4,5,0,0,2,1,2,635172,9781848222335,English,Reference
The Book of Common Prayer : And Administration of the Sacraments and Other Rites and Ceremonies of the Church,Church Publishing,1001,Church Publishing Inc,2006-06-01,22.50,1.49,4.44,2202,32,58,230,470,1412,751869,9780898694390,English,Reference
The Family Book of Midrash : 52 Jewish Stories from the Sages,Barbara Diamond Goldin,128,ROWMAN & LITTLEFIELD,2006-09-30,31.63,9.47,4.29,7,0,0,2,1,4,836133,9780742552852,English,Reference
"Social Network Analysis and Education : Theory, Methods & Applications",Brian V. Carolan,344,SAGE Publications Inc,2013-03-28,72.35,4.65,3.11,9,2,0,4,1,2,1017206,9781412999472,English,Reference
The King Air Book,Tom Clements,406,"Flight Review, Inc.",2011-04-13,48.95,3.65,4.48,21,1,1,0,4,15,1005266,9780578045344,English,Reference
Restraining Great Powers : Soft Balancing from Empires to the Global Era,T. V. Paul,256,Yale University Press,2018-11-13,18.49,12.41,3.82,17,0,2,2,10,3,1044135,9780300228489,English,Reference
Star Wars Insider Presents The Mandalorian Season One Vol.1,Titan Magazine,96,Titan Books Ltd,2022-08-16,17.79,1.71,3,1,0,0,1,0,0,1373897,9781787739055,English,Reference
The Handy Math Answer Book : Second Edition,"Patricia Barnes-Svarney, Thomas E. Svarney",516,Visible Ink Press,2013-04-05,36.98,11.02,3.72,29,1,2,11,5,10,1067747,9781578593736,English,Reference
Picturing Algeria,"Pierre Bourdieu, Craig Calhoun, Franz Schultheis, Christine Frisinghelli",248,Columbia University Press,2012-05-22,67.07,18.33,4.23,22,0,0,5,7,10,504094,9780231148429,English,Reference
"You're a Horrible Person, But I Like You : The Believer Book of Advice",The Believer,224,Random House USA Inc,2010-04-06,14.39,1.61,3.15,1660,101,334,630,405,190,307657,9780307475237,English,Reference
Burning the Books : A History of the Deliberate Destruction of Knowledge,Richard Ovenden,320,Harvard University Press,2022-05-03,17.32,1.68,3.74,1057,10,67,323,442,215,2084170,9780674271104,English,Reference
Black Cats and Evil Eyes : A Book of Old-Fashioned Superstitions,Chloe Rhodes,192,Michael O'Mara Books Ltd,2016-04-01,7.48,5.21,3.48,693,13,92,251,221,116,31674,9781782434863,English,Reference
