title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Suzuki Recorder School Soprano Rec. CD, Vol. 1 & 2","Arthur Haas, Marion Verbruggen, Mary Springfels",1,"Alfred Publishing Co Inc.,U.S.",2011-06-08,10.76,8.24,5,1,0,0,0,0,1,339739,9780874875669,English,Entertainment
"Piano for Busy Teens, Book 1 : 12 Pieces with Study Guides to Maximize Limited Practice Time","Melody Bober, Gayle Kowalchyk, E L Lancaster",56,"Alfred Publishing Co Inc.,U.S.",2009-06-01,11.18,0.82,4,5,1,0,0,1,3,425619,9780739061213,English,Entertainment
"Guitar Works of Agustin Barrios Mangore, Vol. III","Agustin Barrios Mangore, Richard Stover",56,"Warner Bros. Publications Inc.,U.S.",1985-03-01,14.17,7.78,5,2,0,0,0,0,2,363679,9780769212814,English,Entertainment
Himalayan Sound Revelations - 2nd Edition : The Complete Singing Bowl Book,"Frank Perry, John Reid",352,Polair Publishing,2018-01-12,25.31,15.19,4.27,15,0,0,4,3,8,36596,9781905398379,English,Entertainment
"Suzuki Flute School Piano Acc., Vol. 02 (Revised)",Alfred Music,24,"Alfred Publishing Co Inc.,U.S.",2011-06-10,7.87,3.08,4.33,3,0,0,1,0,2,48789,9780874871685,English,Entertainment
The Real Easy Ear Training Book,Roberta Radley,168,Sher Music Co,2008-01-01,33.38,3.12,3.88,17,1,0,4,7,5,421679,9781883217617,English,Entertainment
DC Comics: Villains of Gotham City Tiny Book,Insight Editions,192,Insight Editions,2020-09-29,7.65,3.35,4,5,0,0,1,3,1,32580,9781683834816,English,Entertainment
Music for Children Vol. 4 : Minor: Drone Bass-Triads,"Margaret Murray, Carl Orff, Gunild Keetman",143,Schott Musik International GmbH & Co KG,2012-10-08,26.74,0.26,4.78,9,0,0,1,0,8,566374,9783795795092,English,Entertainment
Music through Time Flute Book 3,"Paul Harris, Sally Adams",52,Oxford University Press,1997-02-27,15.83,2.17,4,1,0,0,0,1,0,388757,9780193571839,English,Entertainment
"Star Wars: The Complete Marvel Comics Covers Mini Book, Vol. 1",Insight Editions,304,Insight Editions,2019-10-08,11.00,2.00,4,3,0,0,1,1,1,414610,9781683838067,English,Entertainment
Me and My Piano Duets book 2,"Marion Harewood, Fanny Waterman",24,Faber Music Ltd,2010-05-25,9.23,0.27,4,1,0,0,0,1,0,57701,9780571532049,English,Entertainment
The Little Book of the Beatles : Quips and Quotes from the Fab Four,Malcolm Croft,192,Welbeck Publishing Group,2021-11-02,9.32,0.18,3.97,34,0,1,10,12,11,514679,9781787392557,English,Entertainment
Violin Making a Historical and Practical Guide,Edward Heron-Allen,366,Dover Publications Inc.,2005-08-01,22.31,0.69,4.04,23,0,1,5,9,8,310655,9780486443560,English,Entertainment
Tone Development Through Extended Techniques (Flute Book),Robert Dick,60,Lauren Keiser Music Publishing,2011-03-29,29.75,1.25,5,1,0,0,0,0,1,461524,9780939407002,English,Entertainment
"Sugar, Butter, Flour : The Waitress Pie Book",Jenna Hunterson,160,Prentice Hall Press,2017-05-23,25.41,1.09,4.18,257,3,9,43,85,117,166343,9780735216334,English,Entertainment
Roald Dahl's Cinderella (Book + Downloads),"Roald Dahl, Stephen Chadwick, Helen MacGregor, Vladimir Tarnopolski, Quentin Blake, Jane Eccles, Collins Music",64,HarperCollins Publishers,2008-08-18,40.31,3.69,4.3,57,0,1,8,21,27,385167,9780713681956,English,Entertainment
Music For Little Mozarts : Music Recital Book 1,"Christine H Barden, Gayle Kowalchyk, E L Lancaster",24,"Alfred Publishing Co Inc.,U.S.",2001-10-01,7.87,1.13,4,1,0,0,0,1,0,132939,9780739012550,English,Entertainment
Dumbo (Disney Animated Classics) : A deluxe gift book of the classic film - collect them all!,Lily Murray,64,Bonnier Books Ltd,2019-03-07,15.33,2.17,4.49,100,0,3,7,28,62,89416,9781787414662,English,Entertainment
Sonate Vol. 2 (6-9),Sergey Prokofiev,168,Hal Leonard Corporation,2001-06-01,45.29,6.71,4.33,3,0,0,1,0,2,425995,9780634034626,English,Entertainment
Alfred's Basic Piano Library Hymn Book 2-3 : Complete,"Willard Palmer, Morton Manus, Amanda Vick Lethco",48,"Alfred Publishing Co Inc.,U.S.",1995-06-01,9.53,0.47,4,1,0,0,0,1,0,284095,9780739004067,English,Entertainment
Rick and Morty Book of Gadgets and Inventions,Robb Pearlman,144,"Running Press,U.S.",2019-10-17,19.30,1.70,4,22,0,3,3,7,9,384141,9780762494354,English,Entertainment
Iron Man Vol. 2,"Christopher Cantwell, Cafu, Juann Cabal",112,Marvel Comics,2021-11-04,16.33,2.67,3.41,238,6,24,99,85,24,445832,9781302925529,English,Entertainment
"Folk Songs for Solo Singers, Vol. 1",Jay Althouse,64,"Alfred Publishing Co Inc.,U.S.",1993-05-01,14.50,2.50,4.18,17,0,1,3,5,8,438546,9780882848754,English,Entertainment
Scots Guards Standard Settings Of Pipe Music Vol.2,Hal Leonard Publishing Corporation,210,Hal Leonard Europe Limited,2004-03-01,41.87,11.13,4.44,9,1,0,0,1,7,379131,9780711986411,English,Entertainment
"Encounter with the Self : Jungian Commentary on William Blake's ""Illustrations of the Book of Job""",Edward F Edinger,80,Inner City Books,1986-04-01,13.47,6.53,4.11,108,2,7,15,37,47,48749,9780919123212,English,Entertainment
Pro Tools 101 Vers 8 Bk and DVD,Digidesign,416,"Cengage Learning, Inc",2009-02-20,44.27,2.04,4.16,122,0,8,24,31,59,427438,9781598638660,English,Entertainment
"Piano for Busy Teens, Book 2 : 12 Pieces with Study Guides to Maximize Limited Practice Time","Melody Bober, Gayle Kowalchyk, E L Lancaster",56,"Alfred Publishing Co Inc.,U.S.",2009-06-01,10.52,0.48,5,3,0,0,0,0,3,439117,9780739061220,English,Entertainment
The Real Book - Volume II - Mini Edition : C Instruments,Hal Leonard Corp,438,Hal Leonard Corporation,2007-02-01,38.15,1.85,4,2,0,0,1,0,1,426001,9781423424529,English,Entertainment
"Alfred's Basic Piano Library Popular Hits, Bk 2",Tom Gerou,24,ALFRED MUSIC,2015-07-01,9.35,0.65,4,1,0,0,0,1,0,348071,9781470627379,English,Entertainment
The Real Book : C Instruments,Hal Leonard Publishing Corporation,510,Hal Leonard Corporation,2011-01-01,44.99,5.01,4.42,12,0,1,0,4,7,622516,9781423425427,English,Entertainment
Folksongs & Ballads Popular In Ireland Vol. 2,John Loesburg,75,Ossian Publications Ltd,2005-06-01,7.68,1.32,4.4,5,0,0,1,1,3,48279,9780946005017,English,Entertainment
The Classical Music Fake Book,,128,Hal Leonard Europe Limited,1999-01-01,19.65,0.35,3.33,3,0,1,1,0,1,429687,9780711944268,English,Entertainment
The Jazz Saxophone Book,Tim Armacost,262,"Sher Music Co ,U.S.",2022-06-07,35.40,1.10,5,1,0,0,0,0,1,493303,9780991077380,English,Entertainment
The Jungle Book Easy Piano,Walt Disney Company,24,Hal Leonard Corporation,1999-06-24,15.99,2.01,5,3,0,0,0,0,3,54264,9780634003806,English,Entertainment
Playing with Colour Book 1 (early elementary),Sharon Goodey,32,Playing with Colour Publications,2016-08-01,8.87,2.13,1,1,1,0,0,0,0,409250,9781905734009,English,Entertainment
"The Shearer Method -- Classic Guitar Foundations, Bk 1 : Book & Online Video/Audio/Software","Aaron Shearer, Thomas Kikta, Alan Hirsh",216,ALFRED MUSIC,2013-01-07,32.26,21.74,4.75,4,0,0,0,1,3,378344,9780739094839,English,Entertainment
The Christian Book of Mystical Verse,A W Tozer,168,Martino Fine Books,2011-04-04,11.30,3.20,4.26,180,1,6,35,42,96,456314,9781614270157,English,Entertainment
Music For Little Mozarts : Music Discovery Book 1,"Christine H Barden, Gayle Kowalchyk, E L Lancaster",48,"Alfred Publishing Co Inc.,U.S.",1998-12-01,9.53,0.96,4,3,0,0,1,1,1,49975,9780882849676,English,Entertainment
Stranger Things: The Ultimate Pop-Up Book,"Simon Arizpe, Kyle Lambert",5,Titan Books Ltd,2022-09-19,71.41,1.59,4.86,7,0,0,0,1,6,309272,9781803361086,English,Entertainment
"Contest Winners, Book 1",Victoria McArthur,32,"Alfred Publishing Co Inc.,U.S.",2004-05-01,8.75,0.25,4,2,0,0,1,0,1,355672,9780739063903,English,Entertainment
The Brazilian Guitar Book,Nelson Faria,143,"Sher Music Co ,U.S.",2008-06-25,31.54,4.96,3.83,18,0,2,6,3,7,361585,9781883217020,English,Entertainment
Piano Playtime Book One,"Marion Harewood, Fanny Waterman",24,Faber Music Ltd,1978-12-14,9.39,2.61,4,3,0,1,0,0,2,360745,9780571505456,English,Entertainment
Playing The Cello (Student's Book),"Hugo Cole, Anna Shuttleworth",90,NOVELLO & CO LTD,2004-03-01,21.54,4.46,4,1,0,0,0,1,0,374385,9780853603764,English,Entertainment
"Sittin' In with the Big Band, Vol. 1 : Drums",Alfred Music,28,"Alfred Publishing Co Inc.,U.S.",2007-10-01,12.58,4.42,4.5,2,0,0,0,1,1,337056,9780739045206,English,Entertainment
"Joy of Improv, Book 1","Dave Frank, John Amaral",96,Hal Leonard Corporation,1998-01-01,24.76,3.24,4.17,6,0,1,0,2,3,389301,9780793578771,English,Entertainment
Christmas Hits Adult Solo Book 2,"E L Lancaster, Morton Manus",32,"Alfred Publishing Co Inc.,U.S.",1999-09-01,8.89,1.61,4.1,10,0,0,3,3,4,70979,9780739004050,English,Entertainment
"The New Recorder Tutor, Book I","Stephen Goodyear, Malcolm Binney",56,"Warner Bros. Publications Inc.,U.S.",1985-03-01,7.48,0.52,3,1,0,0,1,0,0,284068,9780769223018,English,Entertainment
The Orchestral Flute Practice Book 1,"Trevor Wye, Patricia Morris",215,Novello & Co Ltd,2003-12-01,27.12,12.88,4.5,2,0,0,0,1,1,369792,9780853608066,English,Entertainment
Piano Adventures Christmas Book Level 4,"Nancy Faber, Randall Faber",32,Faber Piano Adventures,1996-01-01,6.69,1.31,5,2,0,0,0,0,2,250586,9781616771423,English,Entertainment
Recorder From The Beginning : Pupil'S Book 1 & CD,John Pitts,48,Hal Leonard Europe Limited,2004-12-01,11.18,0.82,3.68,66,6,5,16,16,23,87606,9781844495184,English,Entertainment
"Dancing on the Keys, Book 3 : 5 Late Intermediate Piano Solos in Dance Styles",Catherine Rollin,24,"Alfred Publishing Co Inc.,U.S.",2012-05-01,7.87,3.08,5,2,0,0,0,0,2,402028,9780739090510,English,Entertainment
"Suzuki Violin School, Vol 8 : Violin Part",Alfred Music,24,Suzuki Method International,1995-05-01,7.08,2.87,4.86,7,0,0,0,1,6,280133,9780874871586,English,Entertainment
Art of Harry Potter : Mini Book of Magical Places,Insight Editions,304,Insight Editions,2020-10-08,9.96,2.54,4.22,40,0,0,9,13,18,204977,9781683837510,English,Entertainment
Card Manipulations,Jean Hugard,163,Dover Publications Inc.,2000-01-02,9.35,0.15,4.27,49,0,1,9,15,24,217382,9780486205397,English,Entertainment
"Michael Aaron Adult Piano Course, Book 2",Michael Aaron,64,"Warner Bros. Publications Inc.,U.S.",2000-03-01,10.85,3.10,4.2,10,1,0,1,2,6,307619,9780769237732,English,Entertainment
Aladdin (Disney Animated Classics) : A deluxe gift book of the classic film - collect them all!,Lily Murray,64,Bonnier Books Ltd,2019-05-02,15.11,2.39,4.43,136,0,1,19,36,80,10617,9781787414655,English,Entertainment
Book of Rhymes,Adam Bradley,288,INGRAM PUBLISHER SERVICES US,2017-06-27,16.41,2.59,3.78,567,21,48,127,210,161,377838,9780465094400,English,Entertainment
The Literary Book of Answers,Carol Bolt,704,HACHETTE BOOKS,2018-10-23,13.97,7.03,3.82,56,2,4,17,12,21,340534,9780316449960,English,Entertainment
"Star Wars: Rogues, Scoundrels & Bounty Hunters",Titan Books,176,Titan Books Ltd,2020-04-01,24.76,2.24,4.4,5,0,0,0,3,2,797493,9781785866425,English,Entertainment
Today Programme Puzzle Book : The puzzle book of 2018,BBC,288,Octopus Publishing Group,2018-09-06,8.66,8.34,3.33,6,0,2,1,2,1,371217,9781788400589,English,Entertainment
Star Wars: The Last Jedi: The Official Movie Companion,Titan Books,96,Titan Books Ltd,2018-06-19,20.34,0.16,3.75,4,0,0,2,1,1,765480,9781785863004,English,Entertainment
Christmas Book,"Willard, Hughes, Bill Palmer",48,"Alfred Publishing Co Inc.,U.S.",1956-06-01,8.87,2.08,4.8,5,0,0,0,1,4,418101,9780739024355,English,Entertainment
"Alfred's Basic Piano Library -- Popular Hits, Bk 1b",Tom Gerou,24,ALFRED MUSIC,2015-07-01,9.35,0.65,4,1,0,0,0,1,0,64744,9781470627362,English,Entertainment
A Purple Summer : Notes on the Lyrics of Spring Awakening,Steven Sater,100,Hal Leonard Corporation,2012-02-01,10.60,2.35,4.07,207,0,8,51,67,81,278000,9781557838247,English,Entertainment
The Mime Book,Claude Kipnis,202,Christian Publishers LLC,1988-11-01,19.88,1.12,4.38,34,0,1,4,10,19,379943,9780916260552,English,Entertainment
Angel - Ultimate Villains : The Official Collection Volume 2,Titan Books,176,Titan Books Ltd,2016-07-26,17.42,3.58,2.5,2,0,1,1,0,0,676127,9781782763697,English,Entertainment
The Book of Sea Shanties,Nathan Evans,192,Welbeck Publishing Group,2021-11-16,15.56,0.94,3.82,33,1,2,8,13,9,285376,9781787399587,English,Entertainment
Superstudies Cello Book 1,Pat Legg,16,Faber Music Ltd,1998-12-01,8.62,3.38,5,1,0,0,0,0,1,290233,9780571513789,English,Entertainment
My Trio Book (Suzuki Violin Volumes 1-2),Kerstin Wartberg,48,"Alfred Publishing Co Inc.,U.S.",2003-02-01,10.19,3.76,4.33,3,0,0,1,0,2,38583,9781589511965,English,Entertainment
The Better Days Books Vintage Halloween Reader,Various Authors,347,Lulu.com,2009-07-31,28.05,7.05,3.71,14,0,1,6,3,4,725625,9781435741119,English,Entertainment
The SG Guitar Book : 50 Years of Gibson's Stylish Solid Guitar,Tony Bacon,136,Hal Leonard Corporation,2015-08-01,29.92,0.58,4.25,8,0,0,2,2,4,401665,9781480399259,English,Entertainment
The Irish DADGAD Guitar Book,Sarah McQuaid,96,Ossian Publications Ltd,2010-06-20,19.64,6.36,5,3,0,0,0,0,3,331557,9781900428972,English,Entertainment
The Classic Piano Course Book 2 : Building Your Skills,Carol Barratt,40,Chester Music,1995-06-01,11.82,0.68,5,1,0,0,0,0,1,310837,9780711943124,English,Entertainment
Recital Repertoire Book 1: for pianists,"Marion Harewood, Fanny Waterman",64,Faber Music Ltd,1981-09-07,13.33,1.67,2.5,2,1,0,0,1,0,286537,9780571506361,English,Entertainment
Piano Adventures Popular Repertoire Book Level 3B,"Nancy Faber, Randall Faber",40,Faber Piano Adventures,2002-01-01,7.99,1.01,3.5,4,0,1,1,1,1,270171,9781616772901,English,Entertainment
"The Little Capoeira Book, Revised Edition","Nestor Capoeira, Alex Ladd",240,"North Atlantic Books,U.S.",2007-12-26,19.33,1.67,4.07,245,1,5,47,116,76,295817,9781583941980,English,Entertainment
The Body Speaks : Performance and physical expression,Lorna Marshall,256,Bloomsbury Publishing PLC,2008-10-30,26.43,2.57,4.78,9,0,0,1,0,8,138008,9781408106822,English,Entertainment
Piano Technique,"Walter Gieseking, Karl Leimer",140,Dover Publications Inc.,1972-06-01,11.19,1.31,3.98,100,1,4,22,42,31,113234,9780486228679,English,Entertainment
Violin Mastery Interviews with Heifetz Auer,Frederick H Martens,178,Dover Publications Inc.,2006-04-28,11.78,1.22,4.13,61,0,1,11,28,21,170981,9780486450414,English,Entertainment
A Beginner's Book for the Flute Part One,Trevor Wye,53,NOVELLO & CO LTD,2003-12-30,16.63,4.37,1,1,1,0,0,0,0,193200,9780853609339,English,Entertainment
Alice in Wonderland (Disney Animated Classics) : A deluxe gift book of the classic film - collect them all!,Sally Morgan,64,Bonnier Books Ltd,2021-07-08,15.11,2.39,4.33,36,0,2,4,10,20,53557,9781787417397,English,Entertainment
Getting Even,Woody Allen,128,Random House USA Inc,1978-09-01,10.58,4.42,3.87,6888,197,422,1564,2574,2131,179071,9780394726403,English,Entertainment
The The Intermediate Pianist Book 1 (Piano Solo): 1,"Heather Hammond, Karen Marshall",48,Faber Music Ltd,2017-12-01,13.98,1.02,4,1,0,0,0,1,0,212245,9780571540013,English,Entertainment
Card Control,Arthur H. Buckley,219,Dover Publications Inc.,1993-12-01,10.06,3.44,3.84,45,4,0,10,16,15,153274,9780486277578,English,Entertainment
HOW TO IMPROVISE  An approach to pracicing improvisation  (Book plus 2x CDs),Hal Crook,186,Advance Music,1991-01-01,43.54,2.96,4.33,18,1,0,2,4,11,151483,9783892210313,English,Entertainment
"Suzuki Cello School, Vol 4 : Cello Part",Alfred Music,16,ALFRED MUSIC,2011-08-15,8.20,5.75,4.43,23,1,0,2,5,15,24993,9780757924781,English,Entertainment
The Book of Illusions,Paul Auster,336,Faber & Faber,2011-05-05,9.47,0.53,3.9,22815,309,1213,5325,9610,6358,144630,9780571276530,English,Entertainment
HOW TO IMPROVISE  An approach to pracicing improvisation  (Book plus 2x CDs),Hal Crook,186,Advance Music,1991-01-01,43.54,2.96,4.33,18,1,0,2,4,11,151483,9783892210313,English,Entertainment
Suzuki Piano School Vol. 3 + CD : International Edition,Seizo Azuma,28,"Alfred Publishing Co Inc.,U.S.",2011-06-08,15.16,13.79,4.2,15,2,0,0,4,9,54199,9780739051689,English,Entertainment
The Complete Choral Warm-up Book,"Russell Robinson, Jay Althouse",128,"Alfred Publishing Co Inc.,U.S.",1995-07-01,20.38,9.62,4.17,18,0,0,5,5,8,244085,9780882846576,English,Entertainment
Star Trek Cats,Jenny Parks,64,CHRONICLE BOOKS,2017-03-07,13.23,2.27,4.23,468,5,22,70,133,238,128333,9781452158419,English,Entertainment
Piano Adventures Lesson Book Vol. 4 : 2nd Edition,"Nancy Faber, Randall Faber",48,Faber Piano Adventures,1995-01-01,8.85,0.15,4.07,27,2,1,5,4,15,3829,9781616770907,English,Entertainment
The Heifetz Scale Book for Violin,Endre Granat,62,Hal Leonard Corporation,2016-11-01,18.89,3.11,5,8,0,0,0,0,8,237387,9781581064353,English,Entertainment
"Suzuki Violin School, Volume 10, Vol 10 : Violin Part",Shinichi Suzuki,48,Suzuki Method International,1995-05-01,9.86,4.09,4.83,6,0,0,0,1,5,175804,9780874872262,English,Entertainment
The Complete Piano Player : Book 1,Kenneth Baker,48,Hal Leonard Europe Limited,1999-10-22,12.25,0.25,3.95,19,1,2,3,4,9,56102,9780711904316,English,Entertainment
"Suzuki Flute School Flute Part, Vol. 03 (Revised)",Alfred Music,16,"Warner Bros. Publications Inc.,U.S.",2011-06-10,7.54,5.41,5,5,0,0,0,0,5,14128,9780757924729,English,Entertainment
Sleeping Beauty (Disney Animated Classics) : A deluxe gift book of the classic film - collect them all!,Lily Murray,64,Bonnier Books Ltd,2018-12-06,16.15,1.35,4.67,155,0,0,8,35,112,29655,9781787414174,English,Entertainment
"Accent On Achievement, Book 1 (Percussion) : Combined Percussion  Snare Drum, Bass Drum, Accessories and Mallet Percussion","Professor John O'Reilly, Mark Williams",92,"Alfred Publishing Co Inc.,U.S.",2014-08-20,14.35,3.60,3.79,48,4,5,9,9,21,204267,9780739004913,English,Entertainment
Me and My Piano Duets book 1,"Marion Harewood, Fanny Waterman",24,Faber Music Ltd,2009-03-26,9.28,0.22,3,1,0,0,1,0,0,143642,9780571532032,English,Entertainment
The Book of Fingerplays & Action Songs : First Steps in Music for Preschool and Beyond,John M. Feierabend,88,GIA Publications,2003-09-01,14.88,1.12,4.23,13,0,1,1,5,6,180626,9781579992125,English,Entertainment
Don't Read this Book : Time Management for Creative People,Donald Roos,160,BIS Publishers B.V.,2016-11-22,14.19,2.80,3.41,378,15,59,121,123,60,19403,9789063694234,English,Entertainment
Kid's Keyboard Course Book #2 : E-Z Play Today,Hal Leonard Publishing Corporation,48,Hal Leonard Corporation,1990-11-01,7.84,1.16,4,2,0,0,0,2,0,220658,9780793503308,English,Entertainment
Dylan Chronicles: Vol 1,Bob Dylan,196,SIMON & SCHUSTER,2004-10-05,26.07,2.43,3.97,54532,1679,3049,10719,18863,20222,213989,9780743228152,English,Entertainment
"Solos for Young Violinists , Vol. 6 : Selections from the Student Repertoire",Barbara Barber,70,"Alfred Publishing Co Inc.,U.S.",1999-07-01,13.18,5.77,5,3,0,0,0,0,3,43047,9780874879933,English,Entertainment
Harry Potter: Hogwarts School of Witchcraft and Wizardry,Jody Revenson,192,Insight Editions,2020-03-17,7.65,3.35,4.2,40,1,1,8,9,21,33539,9781683834588,English,Entertainment
The Listening Book : Discovering Your Own Music,W. A. Mathieu,192,Shambhala Publications Inc,2011-11-15,15.89,4.61,4.04,222,3,10,44,84,81,149949,9781590308318,English,Entertainment
